,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
57,57,SH600900,0.0193935028957498,0.6875,0.00029981136,0.019093691532529586,0.019093691532529586,SH600900,长江电力,2026-04-08,9.933554,9.973382
58,58,SH600183,0.0187335469340585,0.5,0.033952594,-0.01521904686934726,0.01521904686934726,SH600183,生益科技,2026-04-08,57.07495,60.025105
59,59,SZ300759,0.0169953151520222,0.5625,0.018388629,-0.001393313807633561,0.001393313807633561,,,2026-04-08,1.3654808,1.4353708
60,60,SZ000002,0.0165757409070109,0.625,0.005176425,0.011399315926847325,0.011399315926847325,,,2026-04-08,16.62388,16.924856
61,61,SH601088,0.0162758625058386,0.6875,-0.008755922,0.02503178482334348,0.02503178482334348,SH601088,中国神华,2026-04-08,0.070237204,0.06999797
62,62,SH600160,0.0158606484172429,0.5625,0.0028988123,0.012961836123236554,0.012961836123236554,SH600160,巨化股份,2026-04-08,25.657915,25.92498
63,63,SH601138,0.0155238640265807,0.5625,0.027167201,-0.011643337015594593,0.011643337015594593,SH601138,工业富联,2026-04-08,0.19841833,0.20649406
64,64,SZ000768,0.0151100166905289,0.5,0.014573932,0.0005360849964981384,0.0005360849964981384,,,2026-04-08,3.2289581,3.300262
65,65,SH601818,0.0147716374511422,0.75,0.0,0.0147716374511422,0.0147716374511422,SH601818,光大银行,2026-04-08,1.0224688,1.0288793
66,66,SH601919,0.0144211321521102,0.625,0.0,0.0144211321521102,0.0144211321521102,SH601919,中远海控,2026-04-08,0.32452938,0.3287995
67,67,SH601916,0.0139144418742108,0.5625,0.0,0.0139144418742108,0.0139144418742108,SH601916,浙商银行,2026-04-08,0.23025782,0.2318084
68,68,SH601766,0.0130790189149072,0.6875,0.018784404,-0.005705384886057156,0.005705384886057156,SH601766,中国中车,2026-04-08,1.1134495,1.1426837
69,69,SZ002304,0.0125876837874415,0.75,0.007024646,0.005563037982082613,0.005563037982082613,,,2026-04-08,0.16456844,0.166419
70,70,SH600918,0.0120404469063975,0.6875,0.016155124,-0.004114676804234824,0.004114676804234824,SH600918,中泰证券,2026-04-08,0.16065556,0.16665837
71,71,SH601398,0.0117718963293135,0.8125,-0.002732277,0.014504173245817407,0.014504173245817407,SH601398,工商银行,2026-04-08,4.24669,4.2524514
72,72,SZ003816,0.0106460474910855,0.5,-0.013207555,0.023853602308285204,0.023853602308285204,,,2026-04-08,0.48007268,0.48113823
73,73,SZ300316,0.0106168386572796,0.5,0.019090295,-0.00847345618067206,0.00847345618067206,,,2026-04-08,3.172316,3.3034012
74,74,SZ300979,0.0103718569707996,0.6875,-0.020371795,0.030743651671422158,0.030743651671422158,,,2026-04-08,0.0057704593,0.005835008
75,75,SH688111,0.0098952975460905,0.625,0.011153817,-0.0012585196307283476,0.0012585196307283476,SH688111,金山办公,2026-04-08,0.015048714,0.015588347
76,76,SH600803,0.009074608058182,0.5,-0.009552956,0.018627563685623405,0.018627563685623405,SH600803,新奥股份,2026-04-08,2.9706938,2.96769
77,77,SH600519,0.0090347735717647,0.6875,-0.0044717193,0.01350649283674883,0.01350649283674883,SH600519,贵州茅台,2026-04-08,82.439705,82.395584
78,78,SH600061,0.008916793884354,0.5,0.022265434,-0.013348640380782718,0.013348640380782718,SH600061,国投资本,2026-04-08,5.1896167,5.413072
79,79,SZ002142,0.0085466884683654,0.625,0.004984498,0.003562190444378584,0.003562190444378584,,,2026-04-08,0.37379166,0.37714544
80,80,SZ300896,0.008402273102405,0.5,0.014558077,-0.006155803756115508,0.006155803756115508,,,2026-04-08,0.006936821,0.007094113
81,81,SH601059,0.0079778842769123,0.6875,0.01731348,-0.009335596100284966,0.009335596100284966,SH601059,信达证券,2026-04-08,0.120188035,0.1242036
82,82,SZ300251,0.0073420577866932,0.5625,0.0024673939,0.00487466391157113,0.00487466391157113,,,2026-04-08,2.1689787,2.234813
83,83,SH600029,0.0072312812732654,0.5625,-0.0040363073,0.011267588608165301,0.011267588608165301,SH600029,南方航空,2026-04-08,1.1208845,1.1330007
84,84,SH600104,0.006785449988297,0.75,0.009280205,-0.002494754784652219,0.002494754784652219,SH600104,上汽集团,2026-04-08,8.675197,8.792897
85,85,SH600660,0.0061620875857889,0.5,-0.0046798587,0.010841946270328695,0.010841946270328695,SH600660,福耀玻璃,2026-04-08,205.39893,206.04039
86,86,SH600039,0.0051780942452654,0.5,0.0,0.0051780942452654,0.0051780942452654,SH600039,四川路桥,2026-04-08,23.805399,24.033081
87,87,SH601868,0.0049649621396792,0.5625,-0.0033222437,0.008287205830169923,0.008287205830169923,SH601868,中国能建,2026-04-08,0.41889152,0.42196837
88,88,SZ002460,0.0038438160509668,0.5625,0.036661386,-0.032817570438901364,0.032817570438901364,,,2026-04-08,4.618299,4.9592066
89,89,SH601698,0.0036819487818176,0.5,0.0018253326,0.0018566161402160373,0.0018566161402160373,SH601698,中国卫通,2026-04-08,2.1601121,2.2058234
90,90,SH600085,0.0036310167634651,0.5625,0.006174922,-0.002543905225975818,0.002543905225975818,SH600085,同仁堂,2026-04-08,6.8148756,6.8916397
91,91,SZ002625,0.0033512655115353,0.6875,0.021227002,-0.017875736632324564,0.017875736632324564,,,2026-04-08,4.6910515,4.8828235
92,92,SH601186,0.0031253883798652,0.6875,0.0029183626,0.00020702576237252406,0.00020702576237252406,SH601186,中国铁建,2026-04-08,0.11190448,0.112718225
93,93,SZ002415,0.0030897451882733,0.5625,0.030875087,-0.027785341596089492,0.027785341596089492,,,2026-04-08,2.5995438,2.7127395
94,94,SH600050,0.0025754477144737,0.375,0.009603858,-0.007028410279605889,0.007028410279605889,SH600050,中国联通,2026-04-08,1.8637506,1.895445
95,95,SH688126,0.0024265509036501,0.4375,0.011958957,-0.009532405814794724,0.009532405814794724,SH688126,沪硅产业,2026-04-08,0.14794946,0.15182593
96,96,SH600585,0.0023681378959137,0.3125,-0.00092953444,0.003297672331185917,0.003297672331185917,SH600585,海螺水泥,2026-04-08,20.438082,20.623577
97,97,SH601225,0.0017085458051177,0.5,-0.00159055,0.003299095750948999,0.003299095750948999,SH601225,陕西煤业,2026-04-08,3.7023263,3.7388968
98,98,SZ000876,0.0008145953551785,0.5625,0.003619194,-0.002804598675583219,0.002804598675583219,,,2026-04-08,10.591233,10.667898
99,99,SH603260,0.0002600657761865,0.5,0.010398865,-0.01013879896990725,0.01013879896990725,SH603260,合盛硅业,2026-04-08,0.12472864,0.12785558
