,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ300476,0.0999606925808941,0.7777777777777778,0.05459678,0.045363910850242245,0.045363910850242245,,,2026-05-07,17.240019,18.434666
1,1,SZ000977,0.0983634314237712,0.8888888888888888,-0.0062868,0.10465023133145553,0.10465023133145553,,,2026-05-07,3.8436809,3.9320495
2,2,SZ002938,0.083299491462269,0.8888888888888888,0.060306072,0.022993419227161582,0.022993419227161582,,,2026-05-07,0.1866534,0.19989991
3,3,SH601138,0.076619765612791,1.0,0.040610433,0.03600933298797411,0.03600933298797411,SH601138,工业富联,2026-05-07,0.22816794,0.23750545
4,4,SZ002916,0.0744343379514693,1.0,0.04105556,0.033378777839469784,0.033378777839469784,,,2026-05-07,2.307326,2.4213064
5,5,SZ300661,0.0697659998299322,0.7777777777777778,0.11311841,-0.04335241028054143,0.04335241028054143,,,2026-05-07,4.639623,5.247882
6,6,SZ300308,0.0603224740675853,0.6666666666666666,0.061095595,-0.0007731212922169467,0.0007731212922169467,,,2026-05-07,81.31791,86.8974
7,7,SZ002475,0.0537919692175069,0.8888888888888888,0.06691158,-0.013119608960898858,0.013119608960898858,,,2026-05-07,53.46054,58.807545
8,8,SZ000333,0.0490239168313707,1.0,0.0033519268,0.045671990027781835,0.045671990027781835,,,2026-05-07,1.4335486,1.4700818
9,9,SH603893,0.0470136813736643,0.7777777777777778,0.024777174,0.022236507377692623,0.022236507377692623,SH603893,瑞芯微,2026-05-07,0.9775693,1.0195421
10,10,SH688126,0.0464509054433486,0.5555555555555556,0.052060723,-0.005609817861399934,0.005609817861399934,SH688126,沪硅产业,2026-05-07,0.19415714,0.21192198
11,11,SZ002371,0.042769552946797,0.5555555555555556,0.059911966,-0.017142413377055542,0.017142413377055542,,,2026-05-07,6.478701,7.0083346
12,12,SZ300316,0.0422089243290444,0.6666666666666666,0.03718388,0.0050250435230751594,0.0050250435230751594,,,2026-05-07,3.5242248,3.7081327
13,13,SH603993,0.0415275905960293,0.5555555555555556,-0.0094073415,0.050934932076284425,0.050934932076284425,SH603993,洛阳钼业,2026-05-07,2.9556887,2.948364
14,14,SH601728,0.0411302882413497,1.0,0.013623953,0.027506335375749112,0.027506335375749112,SH601728,中国电信,2026-05-07,0.23853622,0.24266765
15,15,SH601939,0.0399803627421197,1.0,-0.009102166,0.049082528441124824,0.049082528441124824,SH601939,建设银行,2026-05-07,0.826635,0.82523817
16,16,SZ002384,0.0395501351774141,0.4444444444444444,0.032684326,0.0068658090055390975,0.0068658090055390975,,,2026-05-07,2.5112493,2.6444
17,17,SH600150,0.0378518407165653,0.7777777777777778,0.000723958,0.0371278827011234,0.0371278827011234,SH600150,中国船舶,2026-05-07,9.248616,9.300216
18,18,SH688396,0.0378285885357242,0.4444444444444444,0.0268296,0.010998988201556717,0.010998988201556717,SH688396,华润微,2026-05-07,0.03379891,0.035752054
19,19,SH600919,0.0373201600847018,1.0,0.0058231354,0.03149702470872524,0.03149702470872524,SH600919,江苏银行,2026-05-07,0.38760954,0.39040673
20,20,SH601998,0.0364219845879086,1.0,0.0,0.0364219845879086,0.0364219845879086,SH601998,中信银行,2026-05-07,0.2693709,0.27034926
21,21,SZ003816,0.0361974915401081,1.0,0.018315077,0.017882414712105173,0.017882414712105173,,,2026-05-07,0.49425438,0.5049695
22,22,SH688082,0.034852786185813,0.6666666666666666,0.037594438,-0.0027416514133691283,0.0027416514133691283,SH688082,盛美上海,2026-05-07,0.00982542,0.0102998605
23,23,SH603296,0.0345090019876775,0.7777777777777778,-0.03159994,0.06610894085715383,0.06610894085715383,SH603296,华勤技术,2026-05-07,0.045670018,0.04683093
24,24,SZ300251,0.0341321118701608,0.4444444444444444,-0.013429999,0.04756211122166226,0.04756211122166226,,,2026-05-07,2.0035524,2.008902
25,25,SZ002236,0.0335901474903929,0.7777777777777778,0.004396677,0.029193470473180987,0.029193470473180987,,,2026-05-07,24.161406,24.653105
26,26,SH601868,0.0335098030414544,0.7777777777777778,0.008849502,0.024660301431652154,0.024660301431652154,SH601868,中国能建,2026-05-07,0.4719306,0.49931487
27,27,SZ000630,0.0331188044299547,0.5555555555555556,0.03144276,0.0016760430087510853,0.0016760430087510853,,,2026-05-07,24.86868,25.910559
28,28,SH688008,0.0326732202548813,0.4444444444444444,0.18527913,-0.15260591068078766,0.15260591068078766,SH688008,澜起科技,2026-05-07,0.03978735,0.047747374
29,29,SZ000876,0.032407273931769,1.0,0.0,0.032407273931769,0.032407273931769,,,2026-05-07,11.059988,11.148772
30,30,SZ002463,0.0323596928112672,0.6666666666666666,-0.00028264523,0.032642338036792104,0.032642338036792104,,,2026-05-07,2.8169692,2.8710883
31,31,SZ002600,0.0313620139087513,0.6666666666666666,0.00993681,0.021425204368956376,0.021425204368956376,,,2026-05-07,0.73455226,0.7472033
32,32,SZ300033,0.0313240157849097,0.6666666666666666,0.04293406,-0.01161004431183102,0.01161004431183102,,,2026-05-07,8.718573,9.197706
33,33,SH600674,0.0307239400623268,0.7777777777777778,0.0019652843,0.028758655714792622,0.028758655714792622,SH600674,川投能源,2026-05-07,68.143326,69.21495
34,34,SZ300442,0.0292721047241856,0.7777777777777778,-0.0017414689,0.03101357363058819,0.03101357363058819,,,2026-05-07,0.48063987,0.504742
35,35,SZ300628,0.0291279578663182,0.8888888888888888,0.03687203,-0.007744071438186194,0.007744071438186194,,,2026-05-07,0.94328254,0.98183817
36,36,SZ002415,0.0290601564334288,0.7777777777777778,-0.005338311,0.03439846762880233,0.03439846762880233,,,2026-05-07,3.004304,3.11505
37,37,SH601985,0.0282189780940325,0.6666666666666666,0.013452888,0.014766090558937284,0.014766090558937284,SH601985,中国核电,2026-05-07,0.5755762,0.5885264
38,38,SZ301269,0.0278122546671406,0.4444444444444444,0.02408719,0.0037250640390888434,0.0037250640390888434,,,2026-05-07,0.016526502,0.017238418
39,39,SZ000063,0.0275808690479637,0.6666666666666666,0.011123538,0.01645733103069075,0.01645733103069075,,,2026-05-07,6.931155,7.0763936
40,40,SZ002230,0.0268497536927482,0.7777777777777778,0.0078190565,0.019030697181822907,0.019030697181822907,,,2026-05-07,10.096164,10.247981
41,41,SH600039,0.0261636059418132,0.7777777777777778,-0.012323439,0.03848704506305954,0.03848704506305954,SH600039,四川路桥,2026-05-07,20.49075,20.592863
42,42,SZ300866,0.0247383792652496,0.5555555555555556,0.0803709,-0.055632523749887114,0.055632523749887114,,,2026-05-07,0.011126131,0.012083135
43,43,SZ000776,0.0245132655680484,0.6666666666666666,0.0033313036,0.021181961971551817,0.021181961971551817,,,2026-05-07,2.1720145,2.1927032
44,44,SZ002459,0.0242799035780446,0.7777777777777778,0.007407427,0.016872476743938155,0.016872476743938155,,,2026-05-07,0.060521524,0.06152888
45,45,SZ002241,0.0242519551238448,0.7777777777777778,0.009011984,0.01523997125238484,0.01523997125238484,,,2026-05-07,15.14062,15.377887
46,46,SZ000807,0.0240963512242309,0.7777777777777778,-0.007603705,0.031700056153582706,0.031700056153582706,,,2026-05-07,46.049263,46.970654
47,47,SH600027,0.0231648053704029,0.8888888888888888,0.019557953,0.0036068524895435244,0.0036068524895435244,SH600027,华电国际,2026-05-07,1.3253914,1.3617346
48,48,SZ002142,0.0221981141142639,0.7777777777777778,0.019736886,0.0024612280897888007,0.0024612280897888007,,,2026-05-07,0.39801824,0.40615416
49,49,SH600377,0.0216896597306692,0.7777777777777778,0.0024802685,0.019209391252275644,0.019209391252275644,SH600377,宁沪高速,2026-05-07,2.9283273,2.9404533
50,50,SZ002050,0.0210268622157708,0.6666666666666666,-0.009291053,0.03031791503406914,0.03031791503406914,,,2026-05-07,174.39734,175.07037
51,51,SH601059,0.0208691498287345,0.7777777777777778,0.007009268,0.013859882021727665,0.013859882021727665,SH601059,信达证券,2026-05-07,0.12280924,0.124022804
52,52,SH601298,0.0206535272776428,1.0,-0.0016624928,0.022316020029717994,0.022316020029717994,SH601298,青岛港,2026-05-07,0.36593392,0.36594024
53,53,SH600183,0.0206186852101044,0.4444444444444444,0.020239115,0.00037957044875186127,0.00037957044875186127,SH600183,生益科技,2026-05-07,79.056175,81.25357
54,54,SH600023,0.020090971437156,0.7777777777777778,0.010239005,0.00985196634834985,0.00985196634834985,SH600023,浙能电力,2026-05-07,0.2972567,0.30283663
55,55,SH601698,0.0196382355715752,0.4444444444444444,0.0002487898,0.01938944578428272,0.01938944578428272,SH601698,中国卫通,2026-05-07,2.6410756,2.7206924
56,56,SH601916,0.0195972812502082,0.5555555555555556,0.0,0.0195972812502082,0.0195972812502082,SH601916,浙商银行,2026-05-07,0.23387986,0.23465687
57,57,SH601398,0.0188507296655321,0.5555555555555556,0.0016111135,0.01723961611725329,0.01723961611725329,SH601398,工商银行,2026-05-07,4.3198915,4.339609
58,58,SZ300274,0.0183091826118908,0.6666666666666666,0.02996099,-0.011651807340196604,0.011651807340196604,,,2026-05-07,11.194863,11.751209
