,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH600023,0.0470101586124618,1.0,0.0036232471,0.043386911465855355,0.043386911465855355,SH600023,浙能电力,2026-04-13,0.28000975,0.28254607
1,1,SH600919,0.0441020814439054,0.9375,0.012154698,0.03194738307201819,0.03194738307201819,SH600919,江苏银行,2026-04-13,0.37132514,0.37623376
2,2,SH601998,0.0434200088211593,0.9375,0.01705873,0.026361278695732057,0.026361278695732057,SH601998,中信银行,2026-04-13,0.2699893,0.27626655
3,3,SH601825,0.0429477532381022,0.875,0.008176565,0.03477118806781412,0.03477118806781412,SH601825,沪农商行,2026-04-13,0.14169498,0.14293624
4,4,SH600926,0.0377460098163996,0.8125,0.0,0.0377460098163996,0.0377460098163996,SH600926,杭州银行,2026-04-13,0.2773466,0.27863064
5,5,SH601633,0.0312106293487044,0.8125,-0.013181329,0.04439195812220294,0.04439195812220294,SH601633,长城汽车,2026-04-13,2.3809483,2.391148
6,6,SZ000001,0.0306549352096242,0.75,0.003585577,0.027069358198515803,0.027069358198515803,,,2026-04-13,1.2887845,1.2945652
7,7,SH601919,0.0296769104901997,0.6875,-0.0044125915,0.034089501947566644,0.034089501947566644,SH601919,中远海控,2026-04-13,0.323456,0.32572702
8,8,SH600795,0.0267537370948774,0.5,0.012447357,0.014306379917143026,0.014306379917143026,SH600795,国电电力,2026-04-13,37.886913,38.7515
9,9,SH601328,0.0265924770842593,0.75,0.0042643547,0.022328122378448754,0.022328122378448754,SH601328,交通银行,2026-04-13,0.27862558,0.28100172
10,10,SZ000895,0.0265484118634092,0.75,0.01267457,0.013873841779791035,0.013873841779791035,,,2026-04-13,65.81035,67.17745
11,11,SH601169,0.0245210390298917,0.625,0.0074766874,0.017044351598556252,0.017044351598556252,SH601169,北京银行,2026-04-13,0.25618967,0.25860527
12,12,SH601607,0.0243200259595352,0.625,0.013491273,0.010828753033204633,0.010828753033204633,SH601607,上海医药,2026-04-13,1.1036665,1.1204772
13,13,SH601816,0.0235368513175842,0.6875,0.0018796921,0.02165715923994748,0.02165715923994748,SH601816,京沪高铁,2026-04-13,0.12525614,0.12648892
14,14,SH601916,0.0225187547482657,0.5,0.009661794,0.012856961039464432,0.012856961039464432,SH601916,浙商银行,2026-04-13,0.23206878,0.23422478
15,15,SH600918,0.0218926541052572,0.6875,-0.0063191056,0.028211759730409788,0.028211759730409788,SH600918,中泰证券,2026-04-13,0.16443615,0.16504554
16,16,SH600660,0.0218609147209935,0.75,0.007853508,0.014007406725388031,0.014007406725388031,SH600660,福耀玻璃,2026-04-13,208.56836,210.81165
17,17,SH600015,0.0217130447876377,0.75,-0.00552243,0.027235474730722416,0.027235474730722416,SH600015,华夏银行,2026-04-13,5.4839253,5.4908695
18,18,SH601166,0.0216495529593383,0.6875,0.0070227385,0.014626814502612225,0.014626814502612225,SH601166,兴业银行,2026-04-13,1.2819766,1.2944599
19,19,SH600999,0.0213984581442273,0.6875,-0.004567504,0.025965962073365483,0.025965962073365483,SH600999,招商证券,2026-04-13,0.0682339,0.06851045
20,20,SH601838,0.0204155239375617,0.6875,0.006117463,0.014298060825684258,0.014298060825684258,SH601838,成都银行,2026-04-13,0.34291542,0.34532613
21,21,SH600941,0.018467862265808,0.625,0.0016773939,0.016790468352538956,0.016790468352538956,SH600941,中国移动,2026-04-13,0.04093822,0.041079935
22,22,SH601298,0.0182188135585278,0.625,0.010291576,0.007927237173029754,0.007927237173029754,SH601298,青岛港,2026-04-13,0.35443914,0.35888276
23,23,SH601006,0.0174977361856737,0.6875,-0.003602326,0.02110006210196398,0.02110006210196398,SH601006,大秦铁路,2026-04-13,1.2043189,1.2048199
24,24,SH601059,0.0170428656789685,0.625,-0.008115888,0.02515875332087524,0.02515875332087524,SH601059,信达证券,2026-04-13,0.123802856,0.12419092
25,25,SH600600,0.0168524831496037,0.75,0.0013018847,0.015550598498419617,0.015550598498419617,SH600600,青岛啤酒,2026-04-13,2.6820965,2.6951447
26,26,SH603288,0.0159886646144063,0.6875,0.0036860704,0.012302594172206593,0.012302594172206593,SH603288,海天味业,2026-04-13,0.7131829,0.71826583
27,27,SH600018,0.0153011255851802,0.5625,-0.0011834502,0.016484575807195583,0.016484575807195583,SH600018,上港集团,2026-04-13,0.99418,0.9977991
28,28,SZ000708,0.0151723119585592,0.6875,-0.008958876,0.024131188091524286,0.024131188091524286,,,2026-04-13,6.0506735,6.122985
29,29,SH601456,0.0144392176658189,0.6875,-0.005149305,0.019588522532609672,0.019588522532609672,SH601456,国联民生,2026-04-13,0.26923034,0.27019665
30,30,SH601236,0.0139837785009634,0.5625,-0.006430924,0.02041470243971462,0.02041470243971462,SH601236,红塔证券,2026-04-13,0.44884652,0.45340452
31,31,SZ002352,0.013410158401067,0.625,0.012916565,0.0004935934596607492,0.0004935934596607492,,,2026-04-13,0.50811595,0.5224722
32,32,SH600036,0.0132802182883764,0.6875,0.01971066,-0.006430441692397525,0.006430441692397525,SH600036,招商银行,2026-04-13,14.471514,14.764626
33,33,SZ002142,0.0131662786355645,0.6875,0.019677281,-0.006511002744135207,0.006511002744135207,,,2026-04-13,0.38387513,0.39240015
34,34,SH601818,0.0126944940272273,0.5625,0.003016591,0.00967790295514478,0.00967790295514478,SH601818,光大银行,2026-04-13,1.025451,1.0284332
35,35,SH600741,0.0115005663610857,0.625,-0.002921164,0.014421730396882819,0.014421730396882819,SH600741,华域汽车,2026-04-13,26.380695,26.380692
36,36,SH601668,0.0114815269472,0.625,0.0025423765,0.008939150428950488,0.008939150428950488,SH601668,中国建筑,2026-04-13,0.657024,0.6616898
