,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH600919,0.0817732634806296,1.0,0.0027731657,0.07900009777780978,0.07900009777780978,SH600919,江苏银行,2026-04-09,0.36982578,0.37119082
1,1,SH601998,0.0752709885349627,1.0,-0.0023724437,0.07764343221095757,0.07764343221095757,SH601998,中信银行,2026-04-09,0.26782495,0.26753286
2,2,SH600926,0.0615574613144047,0.8181818181818182,0.0017769337,0.05978052764436075,0.05978052764436075,SH600926,杭州银行,2026-04-09,0.2752754,0.2760932
3,3,SZ000001,0.0609612918063435,0.9090909090909092,-0.0018090606,0.06277035237992137,0.06277035237992137,,,2026-04-09,1.2795651,1.2795506
4,4,SH601169,0.0553602254033172,0.9090909090909092,0.0,0.0553602254033172,0.0553602254033172,SH601169,北京银行,2026-04-09,0.2544376,0.25490963
5,5,SH601816,0.0550772869322603,0.9090909090909092,-0.003745377,0.05882266399601152,0.05882266399601152,SH601816,京沪高铁,2026-04-09,0.12568977,0.12576428
6,6,SH601166,0.054316121734555,0.9090909090909092,-0.00592649,0.06024261156457209,0.06024261156457209,SH601166,兴业银行,2026-04-09,1.2792886,1.2786237
7,7,SH601668,0.0505086640090202,0.9090909090909092,-0.010169506,0.06067817008201825,0.06067817008201825,SH601668,中国建筑,2026-04-09,0.657024,0.65555745
8,8,SH600015,0.046501049592265,0.9090909090909092,0.0,0.046501049592265,0.046501049592265,SH600015,华夏银行,2026-04-09,5.446329,5.4538317
9,9,SH600941,0.0464882839118464,0.8181818181818182,-0.003690064,0.05017834786524606,0.05017834786524606,SH600941,中国移动,2026-04-09,0.04113886,0.041058443
10,10,SH601658,0.0456134949196885,1.0,-0.00146842,0.04708191494837503,0.04708191494837503,SH601658,邮储银行,2026-04-09,0.29471245,0.29502648
11,11,SH601607,0.0451917454741985,0.8181818181818182,-0.004670441,0.04986218662486378,0.04986218662486378,SH601607,上海医药,2026-04-09,1.1126896,1.1120224
