,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ000538,0.0626368945929745,1.0,0.0005403757,0.06209651888344081,0.06209651888344081,,,2026-04-03,74.511734,74.89881
1,1,SH601169,0.0605495988940386,1.0,0.01280117,0.04774842854491751,0.04774842854491751,SH601169,北京银行,2026-04-03,0.2544376,0.25811931
2,2,SH600887,0.0562063028637474,1.0,0.004180193,0.052026109916359704,0.052026109916359704,SH600887,伊利股份,2026-04-03,75.38224,76.01247
3,3,SH600919,0.0558969917142971,1.0,0.008310318,0.04758667372113304,0.04758667372113304,SH600919,江苏银行,2026-04-03,0.37030318,0.37405547
4,4,SH601166,0.0518842499363659,1.0,0.013519764,0.0383644859898327,0.0383644859898327,SH601166,兴业银行,2026-04-03,1.2792886,1.3000726
5,5,SH601939,0.0508888820471996,1.0,0.009573579,0.04131530321266591,0.04131530321266591,SH601939,建设银行,2026-04-03,0.7861848,0.79355544
6,6,SH601668,0.0506895456072656,1.0,0.011864424,0.03882512185543455,0.03882512185543455,SH601668,中国建筑,2026-04-03,0.657024,0.66468257
7,7,SH601658,0.0494705297514804,1.0,-0.0028985739,0.052369103626907644,0.052369103626907644,SH601658,邮储银行,2026-04-03,0.2983764,0.2984138
8,8,SH600926,0.0485935533571827,1.0,0.0095021725,0.039091380887089924,0.039091380887089924,SH600926,杭州银行,2026-04-03,0.2702234,0.2732728
9,9,SH600600,0.046532431128109,1.0,0.0069088936,0.039623537542903924,0.039623537542903924,SH600600,青岛啤酒,2026-04-03,2.7293994,2.7571497
10,10,SH601328,0.0457720151554957,0.9285714285714286,0.0,0.0457720151554957,0.0457720151554957,SH601328,交通银行,2026-04-03,0.2791129,0.27992076
11,11,SH601607,0.0453650343367944,0.8571428571428571,0.0005732775,0.044791756863344696,0.044791756863344696,SH601607,上海医药,2026-04-03,1.1204405,1.1256154
12,12,SH601816,0.0453415992125804,1.0,0.011070132,0.0342714669570262,0.0342714669570262,SH601816,京沪高铁,2026-04-03,0.12767842,0.12923321
13,13,SH601059,0.0450009059906373,1.0,0.026715279,0.01828562736514902,0.01828562736514902,SH601059,信达证券,2026-04-03,0.11820444,0.12168477
