,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-04-27,SH600000,-0.0014574697218131896,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260427_17,951de4ab392e4a7dafdd180f580afae0,0.102,,,
1,2026-04-27,SZ300866,0.02263491125872728,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
2,2026-04-27,SZ300896,-0.02614907924582329,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
3,2026-04-27,SZ300979,-0.012253312396255354,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
4,2026-04-27,SZ300999,0.05264077008218274,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
5,2026-04-27,SZ301236,-0.2491372900156785,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
6,2026-04-27,SZ301269,0.11750409471418267,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
7,2026-04-27,SZ302132,0.11636212048944318,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
8,2026-04-27,SH600000,-0.08370424807071686,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
9,2026-04-27,SH600009,0.00356360524892807,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
10,2026-04-27,SH600010,0.0226285383105278,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
11,2026-04-27,SH600011,0.01892152801156044,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
12,2026-04-27,SZ300832,-0.18186847249036778,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
13,2026-04-27,SH600015,-0.03604348376393318,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
14,2026-04-27,SH600018,-0.07861414551734924,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
15,2026-04-27,SH600019,0.027232421562075615,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
16,2026-04-27,SH600023,0.04965750128030777,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
17,2026-04-27,SH600025,-0.030534110963344574,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
18,2026-04-27,SH600026,0.042540498077869415,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
19,2026-04-27,SH600027,0.017713863402605057,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
20,2026-04-27,SH600028,-0.13528889417648315,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
21,2026-04-27,SH600029,-0.11761916428804398,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
22,2026-04-27,SH600030,0.011196098290383816,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
23,2026-04-27,SH600031,-0.09555176645517349,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
24,2026-04-27,SH600036,-0.04314661771059036,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
25,2026-04-27,SH600016,0.11573883891105652,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
26,2026-04-27,SH600039,0.009777342900633812,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260427_14,73fac952ab304dc38f0ee9ce1ebe70aa,0.045,,,
27,2026-04-27,SZ300803,0.07610134775027688,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
28,2026-04-27,SZ300760,-0.1132027173284759,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
29,2026-04-27,SZ300014,0.09700972964217285,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
30,2026-04-27,SZ300015,0.020798218475920432,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
31,2026-04-27,SZ300033,0.07962071093971765,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
32,2026-04-27,SZ300059,0.028722030339557066,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
33,2026-04-27,SZ300122,0.06821704396780771,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
34,2026-04-27,SZ300124,-0.032484802575978,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
35,2026-04-27,SZ300251,-0.04500348262187715,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
36,2026-04-27,SZ300274,0.3678276862689274,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
37,2026-04-27,SZ300308,0.019769906298541775,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
38,2026-04-27,SZ300316,0.00025854085112223506,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
39,2026-04-27,SZ300347,-0.03253991947742006,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
40,2026-04-27,SZ300782,0.44300914733378505,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
41,2026-04-27,SZ300394,0.3538717565547581,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
42,2026-04-27,SZ300413,0.08484726788518786,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
43,2026-04-27,SZ300418,-0.02687096828201946,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
44,2026-04-27,SZ300433,-0.09701398920107185,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
45,2026-04-27,SZ300442,-0.03027747406754991,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
46,2026-04-27,SZ300476,0.20239986364946985,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
47,2026-04-27,SZ300498,0.0041628471314879905,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
48,2026-04-27,SZ300502,0.29871019648050195,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
49,2026-04-27,SZ300628,0.06838553440338876,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
50,2026-04-27,SZ300661,-0.11897469600641884,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
51,2026-04-27,SZ300750,0.025123781230709814,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
52,2026-04-27,SZ300759,0.13507034314136726,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260427_14,18d71100ac35440b88a442a1f9b9589b,0.018,,,
